gene	value
ADAMTS12	11.8278928715014
ADAMTS13	5.31737439465259
ADAMTS14	8.40219545269684
ADAMTS15	7.18367259568209
ADAMTS16	7.74156311935463
ADAMTS17	5.59986879199704
ADAMTS18	1.99828870283341
ADAMTS19	0.999144351416707
ADAMTS19-AS1	0.0
ADAMTS2	11.5273611462954
ADAMTS20	0.0
ADAMTS3	6.26142437366956
ADAMTS4	10.6699818072846
ADAMTS5	9.45746720632506
ADAMTS6	9.0796871665445
ADAMTS7	6.76239313744796
ADAMTS7P1	2.31994134040246
ADAMTS8	3.6972734421387
ADAMTS9	11.3809867736939
ADAMTS9-AS1	7.7277530161429
ADAMTS9-AS2	6.97130982381814
ADAMTSL1	6.48629835142485
ADAMTSL2	8.28241883141585
ADAMTSL3	7.36872898930576
ADAMTSL4	9.49569380296717
ADAMTSL4-AS1	7.0028796329169
ADAMTSL5	5.20499590423692
ADAP1	10.3198372112591
ADAP2	9.19425003961731
ADAR	14.2412349940106
ADARB1	10.0854407024005
ADARB2	0.0
ADARB2-AS1	0.0
ADAT1	10.8543720044634
ADAT2	9.57364211206715
ADAT3	5.48715400000815
ADCK1	7.2417258345349
ADCK2	9.59355504683551
ADCK5	8.064556027221
ADCY1	6.25880115074191
ADCY10	3.99657740566683
ADCY10P1	7.08139846371108
ADCY2	5.80238586704587
ADCY3	9.70948133841305
ADCY4	6.73569865972492
ADCY5	6.80153021846257
ADCY6	9.37567513919016
ADCY7	11.2935383733653
ADCY8	1.58360632980284
ADCY9	8.47655661231352
ADCYAP1	4.45561591229052
ADCYAP1R1	5.31737439465259
ADD1	12.7836712365654
ADD2	4.16635701102239
ADD3	12.0500387542492
ADD3-AS1	2.31994134040246
ADGB	5.45115210011883
ADGRA1	0.999144351416707
ADGRA1-AS1	0.0
ADGRA2	9.806984777002
ADGRA3	10.7556606436101
ADGRB1	4.90269202162201
ADGRB2	4.69641779355541
ADGRB3	4.85382427057143
ADGRD1	6.01721478254117
ADGRD1-AS1	3.16721265960568
ADGRE1	4.90269202162201
ADGRE2	9.26084508530691
ADGRE3	5.31737439465259
ADGRE4P	5.80135588443618
ADGRE5	11.9170390992375
ADGRF1	6.24428746601287
ADGRF2	4.23439625986238
ADGRF3	4.59359730318834
ADGRF4	8.59996546376072
ADGRF5	10.6010235442009
ADGRG1	11.1900893610612
ADGRG2	9.62293615270082
ADGRG3	7.36001923107912
ADGRG4	1.58360632980284
ADGRG5	7.40305110128013
ADGRG6	12.5450440603811
ADGRG7	3.31908569181917
ADGRL1	9.0256935659439
ADGRL2	11.5950866320286
ADGRL3	9.81496188978412
ADGRL3-AS1	0.0
ADGRL4	9.10854357444222
ADGRV1	7.42826679852644
ADH1A	4.55864378670271
ADH1B	6.64965718624909
ADH1C	7.52470347531688
ADH4	3.6972734421387
ADH5	11.7908024766394
ADH6	5.04007789067665
ADH7	0.0
ADHFE1	4.58103938405296
ADI1	11.3535685752322
ADIG	0.0
ADIPOQ	2.99020767270101
ADIPOQ-AS1	1.99828870283341
ADIPOR1	12.5555396001207
ADIPOR2	11.577394064036
ADIRF	5.23887794835113
ADK	10.2403438133079
ADM	11.557108078489
ADM2	6.21790455937386
ADM5	4.38855914259859
ADNP	12.1651315589124
ADNP-AS1	6.56423412068724
ADNP2	10.7465190352192
ADO	9.92519090661645
ADORA1	6.72216371895774
ADORA2A	4.25034934634179
ADORA2A-AS1	4.16635701102239
ADORA2B	8.99513986806663
ADORA3	7.95741075390952
ADPGK	11.1907572301489
ADPGK-AS1	6.24087347878323
ADPRH	8.48858556056955
ADPRHL1	7.269898599735
ADPRHL2	10.2176619776839
ADPRM	7.12996234545157
ADRA1A	6.76252537547392
ADRA1B	1.58360632980284
ADRA1D	2.99743305425012
ADRA2A	5.72301936754104
ADRA2B	3.80409716421245
ADRA2C	5.28087977194155
ADRB1	3.90354767020531
ADRB2	6.36958463788906
ADRB3	0.0
ADRM1	11.527346595959
ADSL	10.9028038984313
ADSS	11.8108620906611
ADSSL1	9.61381872444869
ADTRP	7.80709534041061
AEBP1	11.8239501431107
AEBP2	10.2308370312741
AEN	10.1761606687501
AES	12.3063082907592
AFAP1	11.9668885717641
AFAP1-AS1	11.5056741299914
AFAP1L1	9.51652905026597
AFAP1L2	10.5871231413913
AFDN	13.5578889132254
AFDN-DT	5.63556336871866
AFF1	12.502882202891
AFF1-AS1	6.63355131365464
AFF2	5.69556214497212
AFF3	6.36297002625353
AFF4	13.4125487767403
AFG1L	8.00437246017171
AFG3L1P	9.01819168762588
AFG3L2	12.2093509598124
AFM	0.999144351416707
AFMID	9.09782925322372
AFP	0.999144351416707
AFTPH	11.6852212859768
AGA	9.90888629410705
AGAP1	11.1242578023235
AGAP1-IT1	5.58018373546967
AGAP11	3.84970077568604
AGAP12P	2.5634019262654
AGAP2	7.04761896819368
AGAP2-AS1	7.58708043320025
AGAP3	10.7297479257184
AGAP4	8.5301463294683
AGAP5	8.25929180893139
AGAP6	9.33973371163536
AGAP7P	3.69505410282281
AGAP9	9.21040920801535
AGBL1	1.58360632980284
AGBL1-AS1	0.0
AGBL2	4.75081898940853
AGBL3	6.50222625493445
AGBL4	5.1655013624391
AGBL4-IT1	1.58360632980284
AGBL5	9.32420815495651
AGBL5-AS1	0.0
AGER	6.06089874983583
AGFG1	12.7470985810704
AGFG2	9.741526965434
AGGF1	10.7246783052492
AGK	10.4494578924344
AGL	10.5551102904409
AGMAT	6.39284145323953
AGMO	0.0
AGO1	11.0465002177407
AGO2	12.9429304235611
AGO3	10.4888693648992
AGO4	10.8950333642556
AGPAT1	10.6211713520212
AGPAT2	9.65528949441583
AGPAT3	11.0753236872113
AGPAT4	9.77789601990585
AGPAT4-IT1	7.16379006527251
AGPAT5	10.7212886256133
AGPS	12.1082474121498
AGR2	14.645669204863
AGR3	7.68690403628356
AGRN	13.0415692929008
AGRP	2.31994134040246
AGT	10.5184691852745
AGTPBP1	10.9265443934861
AGTR1	4.69641779355541
AGTR2	6.14448509709427
AGTRAP	11.0485299678075
AGXT	0.0
AGXT2	0.0
AHCTF1	12.5936917809718
AHCTF1P1	4.41103453288072
AHCY	11.738148905582
AHCYL1	11.999901911884
AHCYL2	10.3243138005742
AHDC1	9.14951146443088
AHI1	11.445012053699
AHNAK	17.3584075879887
AHNAK2	15.9122288066229
AHR	14.5811392845963
AHRR	4.94995725933254
AHSA1	12.0820799479068
AHSA2P	11.1168164206661
AHSG	0.0
AHSP	0.0
AICDA	5.37425597071466
AIDA	12.1192263318088
AIF1	9.69560044209963
AIF1L	6.6090499770082
AIFM1	10.2273035697039
AIFM2	8.6999086925753
AIFM3	4.85382427057143
AIG1	12.046321470133
AIM2	9.72807099279939
AIMP1	10.8617717435175
AIMP2	9.40612259733484
AIP	11.9537428254593
AIPL1	6.19063655477003
AIRE	2.31994134040246
AIRN	5.85296862198814
AJAP1	5.45476026370723
AJM1	3.90354767020531
AJUBA	10.8975581301223
AK1	9.20310648104443
AK2	12.7685794059409
AK3	10.7706678813918
AK4	11.728048577608
AK5	5.35296782283542
AK6	9.21248892404171
AK7	8.62513629492771
AK8	4.24429278028478
AK9	8.57008956321075
AKAIN1	0.0
AKAP1	11.0839254973651
AKAP10	10.5359416489114
AKAP11	12.6426899156299
AKAP12	13.2847722383697
AKAP13	14.0059448715918
AKAP14	0.999144351416707
AKAP17A	10.043966585193
AKAP2	12.580099017552
AKAP3	6.94824596216595
AKAP4	0.999144351416707
AKAP5	9.07392572383567
AKAP6	8.35478888839167
AKAP7	7.70076434115859
AKAP8	9.72807099279939
AKAP8L	10.2983814673708
AKAP9	13.7959428155284
AKIP1	9.11801821624247
AKIRIN1	11.2804276362272
AKIRIN2	9.33185837346149
AKNA	9.67646187898501
AKNAD1	2.99743305425012
AKR1A1	11.7089335996822
AKR1B1	10.3119695705135
AKR1B10	5.8509790280202
AKR1B15	2.59709369111052
AKR1C1	9.27854248444705
AKR1C2	8.42022763784727
AKR1C3	11.0179452193508
AKR1C4	2.32282138252124
AKR1C6P	2.80495281279575
AKR1C8P	4.69641779355541
AKR1D1	4.69253170446709
AKR1E2	8.72384809026589
AKR7A2	10.6798822283922
AKR7A2P1	4.69641779355541
AKR7A3	6.61477501772664
AKR7L	4.73633182624968
AKT1	12.6155897484601
AKT1S1	8.09110301328128
AKT2	11.8959515252308
AKT3	10.7372351755313
AKTIP	9.40006736566024
ALAD	9.45338374580123
ALAS1	10.423615310691
ALAS2	1.58360632980284
ALB	9.63199627430007
ALCAM	13.7288668989922
ALDH16A1	9.22332249938585
ALDH18A1	11.2305773970061
ALDH1A1	10.4838764239843
ALDH1A2	6.65151501507038
ALDH1A3	10.8879993527786
ALDH1B1	9.54138260219417
ALDH1L1	9.73481468042532
ALDH1L1-AS1	0.0
ALDH1L1-AS2	2.31994134040246
ALDH1L2	9.45240199156548
ALDH2	8.98948105706113
ALDH3A1	7.91803164901421
ALDH3A2	11.4557559091585
ALDH3B1	13.610779081543
ALDH3B2	9.8802515488648
ALDH4A1	8.15288935442922
ALDH5A1	6.61301588731295
ALDH6A1	11.0895155596192
ALDH7A1	8.48057742552289
ALDH8A1	2.33998183044191
ALDH9A1	10.9206458252514
ALDOA	15.0313081047648
ALDOB	7.46933683024712
ALDOC	10.045323254094
ALG1	9.76400235571613
ALG10	8.80889593692866
ALG10B	10.101467151068
ALG11	9.37345081248085
ALG12	8.79659777894792
ALG13	10.4057739251398
ALG14	7.40305110128013
ALG1L	6.9245707375909
ALG1L2	3.93585598408771
ALG1L9P	6.32173459272686
ALG2	10.193394391034
ALG3	8.97245573393178
ALG5	10.3758980245898
ALG6	9.78603528828988
ALG8	12.4538804794213
ALG9	9.43531921672642
ALK	4.63988268080493
ALKAL1	4.08396540946096
ALKAL2	5.48715400000815
ALKBH1	8.44809243154723
ALKBH2	7.23221120856457
ALKBH3	7.13344240539877
ALKBH3-AS1	3.45647156087381
ALKBH4	7.48424098488874
ALKBH5	11.8717119949174
ALKBH6	7.53270794055209
ALKBH7	8.1828169470988
ALKBH8	8.1729099623906
ALLC	0.999144351416707
ALMS1	11.9515763011022
ALMS1-IT1	6.06089874983583
ALMS1P1	3.45647156087381
ALOX12	5.35296782283542
ALOX12-AS1	5.08310976087767
ALOX12B	0.999144351416707
ALOX12P2	7.81985171216569
ALOX15	0.999144351416707
ALOX15B	6.22348901060777
ALOX15P1	0.0
ALOX5	10.6374489972773
ALOX5AP	10.4788661283563
ALOXE3	2.58275068121955
ALPG	0.999144351416707
ALPI	0.0
ALPK1	11.0977001324313
ALPK2	7.54043697033477
ALPK3	9.27976536160986
ALPL	5.6675717392638
ALPP	1.99828870283341
ALS2	11.102279950367
ALS2CL	11.7988598514528
ALS2CR12	5.04007789067665
ALX1	4.90269202162201
ALX3	5.80238586704587
ALX4	3.31908569181917
ALYREF	10.2800624204858
AMACR	8.90226934637562
AMBN	0.0
AMBP	7.67290916323788
AMBRA1	10.022924787442
AMD1	12.1707294711941
AMDHD1	5.04007789067665
AMDHD2	8.20690222576465
AMELX	1.58360632980284
AMELY	0.0
AMER1	8.23612072333216
AMER2	4.17911338277747
AMER3	3.16721265960568
AMFR	12.0162329647742
AMH	5.74996334082523
AMHR2	1.99828870283341
AMIGO1	5.12489415319821
AMIGO2	11.1113702725714
AMIGO3	6.72216371895774
AMMECR1	10.8401218228436
AMMECR1L	10.496316580731
AMN	5.77641290127628
AMN1	8.46036025539019
AMOT	6.95982402120739
AMOTL1	10.854890219171
AMOTL2	10.2164582526862
AMPD1	1.99828870283341
AMPD2	9.66591455923694
AMPD3	10.5541578882914
AMPH	5.24343713170148
AMT	7.84665221429211
AMTN	1.99828870283341
AMY1A	1.1100806600203
AMY1B	0.0
AMY1C	0.0
AMY2A	5.61343141764919
AMY2B	8.10534184504906
AMZ1	7.17376561097389
AMZ2	10.2649815534526
AMZ2P1	8.5963387734727
ANAPC1	11.822820536738
ANAPC10	8.7738459555264
ANAPC11	9.60464325997995
ANAPC13	10.405309203595
ANAPC15	8.07746583060017
ANAPC16	11.7758745223041
ANAPC1P1	3.87638610153978
ANAPC2	8.5201804824411
ANAPC4	10.6229890831586
ANAPC5	11.9602229289842
ANAPC7	10.7876124851802
ANG	6.96638214037397
ANGEL1	9.79735360129928
ANGEL2	10.598632962233
ANGPT1	8.36678749464406
ANGPT2	10.1160139162857
ANGPT4	4.208964859864
ANGPTL1	8.58136571407202
ANGPTL2	10.8267785039233
ANGPTL3	6.35211217425212
ANGPTL4	12.3937295328216
ANGPTL5	2.80495281279575
ANGPTL6	3.53922712168498
ANGPTL7	5.58018373546967
ANGPTL8	3.45647156087381
ANHX	0.0
ANK1	7.53270794055209
ANK2	8.49257300599172
ANK3	11.950130140358
ANKAR	7.35125652566883
ANKDD1A	6.26161156419004
ANKDD1B	5.63902703222164
ANKEF1	9.77789601990585
ANKFN1	0.0
ANKFY1	11.6990649515745
ANKH	10.4495808262626
ANKHD1	11.8863348185724
ANKHD1-EIF4EBP3	10.5207623686323
ANKIB1	12.3954834256999
ANKK1	2.58275068121955
ANKLE1	5.32492226693385
ANKLE2	11.783106026876
ANKMY1	8.92651812160648
ANKMY2	10.2403438133079
ANKRA2	9.45133766937405
ANKRD1	9.10854357444222
ANKRD10	12.5426480149475
ANKRD11	11.0512318628834
ANKRD12	12.7471152284188
ANKRD13A	11.2459878956022
ANKRD13B	4.75081898940853
ANKRD13C	10.3888206183496
ANKRD13D	9.22092206485789
ANKRD16	7.35625779399375
ANKRD17	12.8024166361495
ANKRD18A	8.69185127910184
ANKRD18B	6.63586319963686
ANKRD18CP	5.21508966366761
ANKRD18DP	1.99828870283341
ANKRD19P	4.70746352270802
ANKRD2	1.58360632980284
ANKRD20A1	6.11370540946338
ANKRD20A11P	2.55852388235147
ANKRD20A12P	6.94172139609176
ANKRD20A19P	0.0
ANKRD20A2	0.0
ANKRD20A3	8.21063551408182
ANKRD20A4	2.72231892858799
ANKRD20A4-ANKRD20A20P	8.04660055611951
ANKRD20A5P	7.54228578709218
ANKRD20A8P	4.99977017460138
ANKRD20A9P	5.74193289888049
ANKRD22	9.86499591404828
ANKRD23	6.54898042701263
ANKRD24	5.31737439465259
ANKRD26	10.2007176613205
ANKRD26P1	1.58360632980284
ANKRD26P3	4.38855914259859
ANKRD27	10.9110088709653
ANKRD28	12.5228487473391
ANKRD29	9.55976926735453
ANKRD30A	1.99828870283341
ANKRD30B	5.18972148786303
ANKRD30BL	1.49441537317713
ANKRD30BP2	11.7547097229307
ANKRD30BP3	0.0
ANKRD31	5.20499590423692
ANKRD33	2.58275068121955
ANKRD33B	7.69385084780553
ANKRD34A	4.51969137667788
ANKRD34B	1.58360632980284
ANKRD34C	0.0
ANKRD34C-AS1	0.0
ANKRD35	7.76813457406822
ANKRD36	11.5186678782725
ANKRD36B	11.486547585699
ANKRD36BP1	9.78927817064958
ANKRD36BP2	6.20414025565363
ANKRD36C	13.3722390580742
ANKRD37	8.98518695676767
ANKRD39	7.03836659351007
ANKRD40	10.6160055884287
ANKRD40CL	2.43886360073951
ANKRD42	8.72252473090372
ANKRD44	9.79251377380594
ANKRD44-IT1	4.51969137667788
ANKRD45	3.16881339336366
ANKRD46	9.40979414272387
ANKRD49	8.2408701859516
ANKRD50	12.154184100188
ANKRD52	10.2176619776839
ANKRD53	3.16721265960568
ANKRD54	9.68945163271198
ANKRD55	1.58360632980284
ANKRD6	7.96793513946624
ANKRD60	6.25146832811497
ANKRD61	6.72216371895774
ANKRD62	6.54683197048662
ANKRD62P1-PARP4P3	0.0
ANKRD63	0.0
ANKRD65	7.91874330570648
ANKRD66	0.0
ANKRD7	2.99743305425012
ANKRD9	9.49370695137636
ANKS1A	10.7431803872856
ANKS1B	4.26313567083614
ANKS3	7.8636304531611
ANKS4B	5.21856725425886
ANKS6	9.67295467384625
ANKUB1	0.999144351416707
ANKZF1	10.8763820426594
ANLN	13.6404890518965
ANO1	13.9498650039356
ANO10	10.4443263078019
ANO2	4.99572175708354
ANO3	5.42162177895216
ANO4	4.45561591229052
ANO5	6.74910769224194
ANO6	12.856392331174
ANO7	5.45476026370723
ANO8	8.60365678613884
ANO9	8.90825051927646
ANOS1	9.68170673838309
ANP32A	11.3809223506338
ANP32A-IT1	7.53123472822313
ANP32AP1	3.17838064486294
ANP32B	10.0466786473306
ANP32C	0.0
ANP32D	1.58360632980284
ANP32E	11.4999266816505
ANPEP	9.89390216124808
ANTXR1	11.5097794924034
ANTXR2	13.469759653745
ANTXRL	0.999144351416707
ANTXRLP1	0.999144351416707
ANXA1	14.3981872626217
ANXA10	8.09635424167874
ANXA11	12.6219588446397
ANXA13	3.45647156087381
ANXA2	15.7173237326908
ANXA2P1	4.53898999300001
ANXA2P2	2.29961829639405
ANXA2P3	0.0
ANXA2R	7.10244205789743
ANXA3	12.8856757633875
ANXA4	12.7783866881164
ANXA5	14.1925697120837
ANXA6	12.6271696312683
ANXA7	12.5293980957916
ANXA8	11.2313220685114
ANXA8L1	11.1060204154682
ANXA9	7.50137060635116
AOAH	8.41905483320229
AOAH-IT1	0.999144351416707
AOC1	6.76239313744796
AOC2	6.82704346150433
AOC3	8.8018445513285
AOC4P	3.10335558179566
AOX1	11.8068724379593
AOX3P-AOX2P	3.6972734421387
AP1AR	10.6401441565559
AP1B1	12.1488366133752
AP1B1P1	0.0
AP1G1	12.6332627027634
AP1G2	10.8412854594304
AP1M1	9.66591455923694
AP1M2	9.88180168640408
AP1S1	10.3254307790113
AP1S2	9.17592614115918
AP1S3	10.6800131936703
AP2A1	10.8865551359469
AP2A2	10.7085058584188
AP2B1	13.162405098125
AP2M1	12.8366515741458
AP2S1	10.8510184451512
AP3B1	11.7688198782146
AP3B2	4.76357536116361
AP3D1	11.9762968725355
AP3M1	11.3119870991341
AP3M2	11.5778624509129
AP3S1	11.3480481568926
AP3S2	10.7707744573701
AP4B1	8.98399816990274
AP4B1-AS1	8.05838043915506
AP4E1	9.95476118905315
AP4M1	8.7458606887059
AP4S1	8.90409623594515
AP5B1	10.1605597949454
AP5M1	10.9628734484269
AP5S1	8.37653078777345
AP5Z1	10.2764167145366
APAF1	10.6117094845851
APBA1	7.49342865457501
APBA2	6.87675392558734
APBA3	8.49654945155046
APBB1	7.87589827700405
APBB1IP	7.96472271400218
APBB2	12.6731788416386
APBB3	8.22177771344119
APC	11.6686073614356
APC2	5.45476026370723
APCDD1	8.94071057384019
APCDD1L	6.26142437366956
APCDD1L-DT	3.16721265960568
APCS	11.0437894306684
APEH	11.6908613196018
APELA	1.58360632980284
APEX1	11.683916599871
APEX2	9.4797217769396
APH1A	12.5402479800925
APH1B	9.33185837346149
API5	11.4295234311727
APIP	8.10705982202366
APLF	8.39369123569411
APLN	7.58596056216043
APLNR	7.36001923107912
APLP1	5.24343713170148
APLP2	14.813762949188
APMAP	11.0260439529442
APOA1	0.0
APOA1-AS	2.99743305425012
APOA2	0.0
APOA4	0.0
APOA5	0.0
APOB	2.99743305425012
APOBEC1	1.58360632980284
APOBEC2	6.82704346150433
APOBEC3A	7.62704485988155
APOBEC3A_B	1.30339483878514
APOBEC3B	6.12630187908753
APOBEC3B-AS1	3.85169449744361
APOBEC3C	8.618328267513
APOBEC3D	8.4561600616919
APOBEC3F	7.99236629693847
APOBEC3G	9.60088282967024
APOBEC3H	5.28087977194155
APOBEC4	5.12489415319821
APOBR	7.85125732482155
APOC1	9.58611523366985
