gene	value
A1BG	6.34438238732957
A1BG-AS1	4.96358626212324
A1CF	8.01940269897927
A2M	14.9292706855016
A2M-AS1	7.41717840946058
A2ML1	2.30088165340138
A2MP1	3.2918174444225
A3GALT2	0.990935791021124
A4GALT	7.45816116450484
A4GNT	8.14945760438055
AA06	0.0
AAAS	9.44498702710081
AACS	10.9148782247004
AACSP1	1.98187158204225
AADAC	8.40291776362099
AADACL2	3.66689815922213
AADACL2-AS1	5.1802794329294
AADACL3	0.0
AADACL4	0.0
AADACP1	8.41090447797721
AADAT	6.75835943502653
AAED1	8.264255859606
AAGAB	10.7748849427594
AAK1	11.6602151717265
AAMDC	8.46559599452326
AAMP	11.6651991001594
AANAT	0.0
AAR2	9.78851419495159
AARD	2.99233070523613
AARS	11.9476893830137
AARS2	10.4472184256875
AARSD1	8.34259600127212
AASDH	9.66149457339017
AASDHPPT	9.96950368128981
AASS	10.5912051425374
AATBC	6.09400452644625
AATF	10.8440555145976
AATK	7.43974242060945
ABALON	7.07067386556269
ABAT	10.4674492537205
ABCA1	11.349965554154
ABCA10	8.99454144361644
ABCA11P	8.27436853209318
ABCA12	8.48840953424477
ABCA13	9.22626446831945
ABCA17P	3.2918174444225
ABCA2	10.7809684334352
ABCA3	8.70500907951427
ABCA4	3.42807460749784
ABCA5	10.5854832413125
ABCA6	10.1725653664064
ABCA7	11.0692988263234
ABCA8	10.2396818576827
ABCA9	9.74650325221376
ABCA9-AS1	0.0
ABCB1	9.79731392340449
ABCB10	10.3255114812443
ABCB11	10.0419423941747
ABCB4	7.56157373530996
ABCB5	6.17597649575821
ABCB6	8.6386575821575
ABCB7	10.1975128123215
ABCB8	10.2809979057771
ABCB9	8.3457254110986
ABCC1	11.3946212343071
ABCC10	9.92186801761777
ABCC11	1.57059606939094
ABCC12	0.0
ABCC13	2.84581265752457
ABCC2	7.00204068137209
ABCC3	11.8541036503106
ABCC4	9.6447932368156
ABCC5	10.9744260647391
ABCC5-AS1	1.57059606939094
ABCC6	8.37313634704785
ABCC6P1	5.91627664320089
ABCC6P2	5.77146639863033
ABCC8	9.8230368357019
ABCC9	13.2951351942936
ABCD1	8.81118671753738
ABCD2	7.00204068137209
ABCD3	11.8277121750682
ABCD4	9.4641768206162
ABCE1	11.4588574115563
ABCF1	10.9941724857366
ABCF2	11.0480541096942
ABCF3	10.278843243498
ABCG1	9.46608170850835
ABCG2	8.09089850399923
ABCG4	0.990935791021124
ABCG5	3.87147772279232
ABCG8	3.87147772279232
ABHD1	4.76378005240845
ABHD10	10.0476443399886
ABHD11	10.2296518274871
ABHD11-AS1	6.41703602985663
ABHD12	10.2461274416482
ABHD12B	0.0
ABHD13	10.1760451688991
ABHD14A	8.25540370654574
ABHD14A-ACY1	0.0
ABHD14B	10.6811962876598
ABHD15	9.59918577218773
ABHD16A	10.8541844305116
ABHD16B	7.72376565206924
ABHD17A	10.3727249858686
ABHD17B	9.39267172915757
ABHD17C	11.8887842070976
ABHD18	9.42424302383131
ABHD2	14.1160783938794
ABHD3	10.0937851713917
ABHD4	8.94881128210533
ABHD5	9.92739311880025
ABHD6	9.17814128210957
ABHD8	7.31677685372885
ABI1	11.6499924391448
ABI2	11.0286027051458
ABI3	8.66889740141327
ABI3BP	9.84948479115405
ABL1	11.095113784995
ABL2	11.6703449565307
ABLIM1	13.7786001076824
ABLIM2	9.17814128210957
ABLIM3	10.9334137496992
ABO	6.62589268906747
ABR	11.8185608305975
ABRA	4.132127929803
ABRACL	9.14992421837809
ABRAXAS1	8.99029925014299
ABRAXAS2	9.87973476727815
ABT1	9.15939192285865
ABTB1	8.74023101706877
ABTB2	9.16174908440097
ACAA1	10.477805439717
ACAA2	11.0920649074233
ACACA	11.9850396377502
ACACB	11.1973625026979
ACAD10	9.47367597949553
ACAD11	9.8990594868141
ACAD8	9.36145288960646
ACAD9	10.1067705175867
ACADL	5.04134901488498
ACADM	10.628993476383
ACADS	9.26398932855443
ACADSB	10.505655723113
ACADVL	12.3596131263086
ACAN	6.13371869553575
ACAP1	8.62157711432775
ACAP2	11.983950778517
ACAP3	9.92601384406563
ACAT1	10.2701919726099
ACAT2	9.14402259701389
ACBD3	12.4033408799552
ACBD3-AS1	6.06450584459072
ACBD4	7.97645139195415
ACBD5	11.3623577769052
ACBD6	10.3625929934129
ACBD7	8.68424134085905
ACBD7-DCLRE1CP1	0.0
ACCS	7.89358075122527
ACCSL	0.0
ACD	8.13986281567065
ACE	9.93564093870517
ACE2	8.20110788412966
ACER1	2.30088165340138
ACER2	9.565349568926
ACER3	11.5093222731199
ACHE	8.12047786576269
ACIN1	11.7898173140455
ACKR1	7.39991761280523
ACKR2	5.04134901488498
ACKR3	8.37051709858533
ACKR4	8.72432853772991
ACLY	12.1509486551729
ACMSD	0.0
ACO1	11.5298001861681
ACO2	12.4728290496628
ACOD1	0.990935791021124
ACOT1	5.0227273191921
ACOT11	9.92341719955826
ACOT12	0.0
ACOT13	9.77167320871363
ACOT2	9.01671302687625
ACOT4	6.33437612179939
ACOT6	2.56153186041206
ACOT7	10.0514288284276
ACOT8	8.08345711134153
ACOT9	10.6853643327802
ACOX1	12.3090386873141
ACOX2	7.89358075122527
ACOX3	9.54026790539272
ACOXL	4.132127929803
ACOXL-AS1	2.7819084703662
ACP1	11.417166245567
ACP2	9.97884326379353
ACP4	2.56153186041206
ACP5	10.4806168824157
ACP6	10.403685443286
ACP7	3.38452957159601
ACPP	7.81723803150955
ACR	1.98187158204225
ACRBP	5.72895626089922
ACRV1	1.98187158204225
ACSBG1	3.42807460749784
ACSBG2	4.54340344245431
ACSF2	8.97856789026869
ACSF3	10.3066036915076
ACSL1	12.5891812150017
ACSL3	12.5859644923855
ACSL4	11.3901683622649
ACSL5	12.9940101109796
ACSL6	7.46350177613821
ACSM1	6.05315551454936
ACSM2A	2.7819084703662
ACSM2B	0.0
ACSM3	10.0520354395703
ACSM4	0.0
ACSM5	6.54008985294318
ACSM6	1.98187158204225
ACSS1	10.9340956567722
ACSS2	10.8541844305116
ACSS3	8.45018217241491
ACTA1	1.98187158204225
ACTA2	13.3053881312722
ACTA2-AS1	5.93822420738349
ACTB	16.2269012646117
ACTBL2	4.28275323544363
ACTC1	4.86241351381344
ACTG1	15.0813312305947
ACTG1P17	6.57503134341107
ACTG1P20	7.23712527073319
ACTG1P4	6.31725474169262
ACTG2	7.08494031746738
ACTL10	6.9140364001692
ACTL6A	10.1783603405007
ACTL6B	4.05041322386386
ACTL7A	2.7819084703662
ACTL7B	0.0
ACTL8	1.57059606939094
ACTL9	0.0
ACTN1	12.9802867454664
ACTN1-AS1	0.990935791021124
ACTN2	4.132127929803
ACTN3	0.990935791021124
ACTN4	13.2074343622064
ACTR10	10.3696929207839
ACTR1A	11.5943844873911
ACTR1B	10.6640062831367
ACTR2	13.2141005861253
ACTR3	13.1896811571712
ACTR3B	7.78329963932531
ACTR3BP2	0.0
ACTR3BP5	0.0
ACTR3C	10.98113751133
ACTR5	8.1964887584584
ACTR6	9.11650339452576
ACTR8	10.1372933926182
ACTRT1	0.0
